previous_crop,temperature,humidity,moisture,soil_type,soil_ph,rainfall,recommended_crop,
Maize,31.2,58.13,55.28,Clay,9,1334,Pulses,
Sugarcane,30.08,70.01,35,Clay,7.7,299,Wheat,
Soybeans,30.41,57.18,58.29,Red,13.6,642,Cotton,
Sugarcane,29.58,55.83,32.4,Sandy,2.6,1757,Wheat,
Wheat,24.66,51.66,45.41,Black,6.5,2093,Soybeans,
Ground Nuts,26.95,47.7,20.39,Clay,6.5,1594,Oilseeds,
Sugarcane,26.25,56.03,69.41,Sandy,11.8,1550,Wheat,
Maize,26.88,54.41,28.3,Clay,13.2,2763,Pulses,
Soybeans,38.72,72.63,44.83,Black,7.3,1376,Cotton,
Millet,29.2,55.04,68.65,Loamy,2.5,346,Tobacco,
Maize,24.84,54.15,44.72,Clay,0.9,1590,Pulses,
Sugarcane,31.87,61.74,41.71,Sandy,6.6,1186,Wheat,
Tobacco,33.22,55.48,63.02,Red,5,1297,Maize,
Soybeans,33.82,72.77,45.9,Sandy,12.4,652,Cotton,
Millet,40,66.66,43.95,Black,8.4,1053,Tobacco,
Soybeans,23.32,51.38,36.32,Clay,4.6,576,Cotton,
Pulses,35.87,59.89,50.2,Clay,2.8,1693,Barley,
Ground Nuts,35.78,74.8,29.82,Black,13.7,2946,Oilseeds,
Maize,28.48,54.42,23.99,Red,1.5,445,Pulses,
Tobacco,26.58,48.73,49.63,Loamy,11.8,1757,Maize,
Tobacco,33.25,59.02,58.34,Black,8.3,2172,Maize,
Soybeans,32.1,66.19,31.38,Clay,5.7,1950,Cotton,
Pulses,21.71,58.45,32.63,Sandy,5.6,1123,Barley,
Pulses,37.74,72.77,41.36,Clay,3.1,1323,Barley,
Cotton,40,74.04,47.46,Black,2.8,496,Ground Nuts,
Tobacco,26.52,54.16,39.44,Clay,9.1,2395,Maize,
Pulses,31.34,61.15,61.58,Black,6,1142,Barley,
Sugarcane,26.47,52.11,39.99,Black,8.5,2319,Wheat,
Sugarcane,25.28,45.69,24.19,Loamy,8.4,2985,Wheat,
Ground Nuts,31.12,58.29,37.01,Clay,12.6,344,Oilseeds,
Soybeans,27.26,62.29,46.78,Sandy,0.1,2161,Cotton,
Tobacco,24.52,45.6,63.28,Red,8.2,355,Maize,
Barley,35.75,63.57,38.89,Loamy,4.6,2104,Sugarcane,
Soybeans,25.55,63.42,27.81,Loamy,11.8,1619,Cotton,
Tobacco,30.84,63.15,54.37,Black,8.5,1158,Maize,
Maize,28.63,52.84,34.25,Clay,11.8,395,Pulses,
Barley,32.94,72.52,37.15,Sandy,4.7,2443,Sugarcane,
Sugarcane,22.27,40.25,63.8,Clay,4.2,2933,Wheat,
Barley,33.02,49.45,31.28,Black,11.4,2213,Sugarcane,
Sugarcane,30.45,57.02,53.78,Sandy,1.2,1971,Wheat,
Maize,37.66,55.23,31.77,Clay,10.1,700,Pulses,
Cotton,34.19,63.11,35.01,Clay,3.6,468,Ground Nuts,
Sugarcane,32.13,55.38,43.65,Black,13.7,2836,Wheat,
Wheat,36.31,62.76,31.8,Sandy,8.3,1282,Soybeans,
Maize,30,48.39,24.07,Clay,10.1,2925,Pulses,
Tobacco,32.96,52.26,42.35,Clay,6.2,1738,Maize,
Pulses,23.83,52.78,20,Black,1.5,2063,Barley,
Soybeans,23.74,48.91,62.89,Sandy,3.1,1966,Cotton,
Barley,22.61,51.15,40.5,Sandy,8.4,2180,Sugarcane,
Millet,22.26,58.83,33.35,Red,7.2,1764,Tobacco,
Millet,27.42,50.44,30.86,Loamy,2.2,1951,Tobacco,
Sugarcane,32.77,60.55,61.77,Clay,8.1,2597,Wheat,
Millet,28.08,58.59,44.33,Red,2.3,1038,Tobacco,
Wheat,38.07,67.05,32.47,Sandy,4.1,2170,Soybeans,
Barley,25.38,57.54,70,Black,10.9,456,Sugarcane,
Sugarcane,22.05,52.83,36.27,Red,11.2,1555,Wheat,
Pulses,31.02,47.08,52.83,Loamy,9.1,2895,Barley,
Maize,29.42,56.7,47.96,Black,12.5,2925,Pulses,
Millet,29.51,56.65,41.98,Loamy,4.6,2794,Tobacco,
Pulses,25.84,57.48,40.97,Red,8,2192,Barley,
Ground Nuts,35.66,53.57,31.42,Sandy,4.6,491,Oilseeds,
Ground Nuts,30.28,53.79,45.41,Black,1.2,1769,Oilseeds,
Maize,33.46,60.18,43.06,Black,8.3,2727,Pulses,
Ground Nuts,22.05,46.19,28.77,Clay,10.8,2284,Oilseeds,
Cotton,40,67.16,44.64,Sandy,8.1,2416,Ground Nuts,
Cotton,35.64,57.39,53.46,Loamy,11.7,2043,Ground Nuts,
Millet,32,69.37,40.63,Red,0.1,2767,Tobacco,
Barley,28.35,55.27,47.18,Loamy,3.9,542,Sugarcane,
Sugarcane,36.17,70.81,32.25,Clay,3.2,804,Wheat,
Pulses,26.26,49.17,33.65,Loamy,3.7,560,Barley,
Tobacco,29.77,53.93,44.28,Sandy,7.7,2096,Maize,
Sugarcane,28.12,49.45,37.57,Sandy,7.8,907,Wheat,
Soybeans,31.84,54.29,26.55,Loamy,3.8,2889,Cotton,
Wheat,34.76,56.86,47.11,Red,7.1,1507,Soybeans,
Soybeans,30.08,49.47,60.63,Black,11.8,1218,Cotton,
Sugarcane,25.3,50.39,29.86,Red,4.3,761,Wheat,
Millet,29.65,55.27,57.09,Black,5.2,1909,Tobacco,
Wheat,28.53,57.4,65.78,Clay,13.3,2087,Soybeans,
Wheat,23.52,62.06,63.73,Red,3.3,351,Soybeans,
Pulses,36.27,58.72,31.17,Loamy,1.1,1905,Barley,
Ground Nuts,30.8,59.23,32.46,Clay,5.1,712,Oilseeds,
Maize,34.33,61.6,35.53,Clay,8.8,1609,Pulses,
Wheat,25.38,61.44,49.36,Sandy,8.6,337,Soybeans,
Cotton,26.37,46.29,20,Black,13,2256,Ground Nuts,
Sugarcane,35.61,69.21,45.08,Clay,8.3,1962,Wheat,
Barley,26.38,57.12,57.3,Sandy,8.8,2973,Sugarcane,
Cotton,26.28,53.99,20,Sandy,5.9,1695,Ground Nuts,
Soybeans,33.29,64.15,33.58,Loamy,12.5,333,Cotton,
Tobacco,32.06,58.25,33.38,Clay,13.6,1473,Maize,
Tobacco,39.4,57.28,40.19,Black,6.4,1547,Maize,
Maize,40,68.47,49.84,Red,3,204,Pulses,
Pulses,38.66,61.44,26.03,Black,4,1768,Barley,
Soybeans,38.84,59.67,60.84,Loamy,10.4,1809,Cotton,
Ground Nuts,31.42,54.93,41.21,Clay,3.7,239,Oilseeds,
Millet,31.94,52.61,58.38,Loamy,12.5,229,Tobacco,
Pulses,33.81,55.89,56.88,Clay,11.8,2957,Barley,
Sugarcane,28.61,59.13,22.9,Clay,7.9,1480,Wheat,
Barley,33.41,53.69,63.42,Red,5.8,2773,Sugarcane,
Wheat,29.76,60.63,45.62,Black,6.6,1289,Soybeans,
Pulses,31.81,66.62,69.44,Sandy,13.7,319,Barley,
Cotton,29.8,65.49,61.86,Sandy,7.2,868,Ground Nuts,
Ground Nuts,40,61.65,27.12,Red,1.7,723,Oilseeds,
Maize,29.2,62.74,46.45,Black,2.4,1643,Pulses,
Tobacco,35.08,55.2,65.28,Red,6.1,1091,Maize,
Tobacco,26.46,63.81,50.64,Sandy,11.5,2002,Maize,
Millet,27.05,62.62,35.54,Loamy,0.8,914,Tobacco,
Maize,24.98,62.27,48.83,Clay,3.3,2609,Pulses,
Cotton,30.73,64.04,58.01,Black,2.8,1268,Ground Nuts,
Wheat,38.05,68.85,57.68,Black,7.4,742,Soybeans,
Wheat,32.47,67.69,65.89,Loamy,12.4,2287,Soybeans,
Ground Nuts,33.86,54.7,28.74,Sandy,10.7,1808,Oilseeds,
Tobacco,31.07,61.96,50.7,Sandy,0.8,839,Maize,
Sugarcane,34.71,54.61,40.22,Clay,5.4,856,Wheat,
Ground Nuts,37.76,58.09,57.42,Loamy,7.5,2935,Oilseeds,
Wheat,35.18,74.22,33.33,Sandy,0.2,2570,Soybeans,
Ground Nuts,29.31,62.5,47.47,Red,1.6,1159,Oilseeds,
Wheat,27.15,60.37,37.43,Red,2.9,2842,Soybeans,
Soybeans,25.93,53.67,42.39,Clay,7,2989,Cotton,
Soybeans,30.13,48.9,67.41,Loamy,8.6,747,Cotton,
Cotton,37.89,61.9,29.68,Loamy,7.4,2567,Ground Nuts,
Tobacco,32.93,68.18,34.78,Sandy,11.9,2524,Maize,
Maize,31.28,61.86,62.26,Black,12.5,1599,Pulses,
Millet,28.76,40.17,64.52,Sandy,0.7,1752,Tobacco,
Cotton,23.56,43.25,20,Black,11.4,817,Ground Nuts,
Millet,27.83,49.73,58.42,Clay,1.5,320,Tobacco,
Sugarcane,22.65,53.84,38.27,Sandy,2.5,2825,Wheat,
Sugarcane,30.17,60.55,43.86,Clay,2.9,205,Wheat,
Millet,34.6,69.2,49.03,Clay,12.5,205,Tobacco,
Barley,24.45,57.16,37.8,Black,6,452,Sugarcane,
Ground Nuts,26.37,62.64,41.83,Clay,9.1,1114,Oilseeds,
Sugarcane,36.73,55.27,32.64,Loamy,6,1607,Wheat,
Millet,28.61,53.73,50.17,Clay,8.2,813,Tobacco,
Sugarcane,33.97,70.45,35.84,Sandy,6,1134,Wheat,
Pulses,31.01,70.62,28.39,Sandy,4.2,570,Barley,
Sugarcane,32.51,57.48,30.67,Sandy,2,2837,Wheat,
Tobacco,37.75,55.56,50.84,Red,5.4,2759,Maize,
Ground Nuts,29.18,45.12,49.86,Clay,7.5,2514,Oilseeds,
Soybeans,28.4,58.17,39.15,Red,5.6,1817,Cotton,
Soybeans,34.28,67.15,39.35,Red,3.3,1025,Cotton,
Sugarcane,31.35,59.91,24.9,Black,8.9,1264,Wheat,
Millet,32.56,55.34,46.86,Sandy,12.3,362,Tobacco,
Pulses,32.1,57.13,37.58,Clay,8.2,2451,Barley,
Millet,34.65,63.66,47.3,Clay,9.2,1752,Tobacco,
Millet,30.12,51.7,31.85,Loamy,3.9,631,Tobacco,
Ground Nuts,37.03,72.04,29.53,Loamy,8.5,512,Oilseeds,
Tobacco,30.58,56.52,48.44,Sandy,13.2,1833,Maize,
Tobacco,31.32,56.57,40.22,Sandy,8.9,1010,Maize,
Cotton,33.03,66.07,33.81,Red,0.2,384,Ground Nuts,
Sugarcane,32.53,62.34,30.4,Clay,12.6,908,Wheat,
Sugarcane,29.13,73.22,52.98,Black,8.8,2393,Wheat,
Sugarcane,28.23,56.74,28.06,Clay,11,943,Wheat,
Tobacco,36.2,64.43,57.43,Black,11.9,505,Maize,
Sugarcane,23.37,45.91,67.84,Sandy,3.4,707,Wheat,
Sugarcane,26.83,54.4,41.76,Loamy,8.1,1071,Wheat,
Wheat,33.02,65.44,50.47,Loamy,3.6,1615,Soybeans,
Pulses,29.16,53.59,60.85,Sandy,0.1,2602,Barley,
Soybeans,31.59,71.2,27.7,Black,0.3,1966,Cotton,
Sugarcane,33.15,58.53,32.29,Loamy,13.8,968,Wheat,
Maize,26.27,48.43,36.14,Loamy,4.2,2788,Pulses,
Cotton,35.1,61.71,41.61,Red,9.4,2952,Ground Nuts,
Barley,24.59,47.16,21.81,Clay,7.1,2874,Sugarcane,
Pulses,29.4,52.91,43.18,Black,10,2843,Barley,
Pulses,28.05,52.74,43.39,Sandy,6.2,1912,Barley,
Ground Nuts,24.59,59,58.71,Black,5.3,1938,Oilseeds,
Sugarcane,27.09,50.45,54.43,Loamy,9.7,508,Wheat,
Sugarcane,29.32,66.28,55.01,Loamy,9.3,1463,Wheat,
Wheat,25.75,55.81,39.52,Clay,12.5,341,Soybeans,
Maize,29.62,61,31.32,Black,8.2,228,Pulses,
Cotton,31.15,59.56,27.97,Black,10.2,2747,Ground Nuts,
Millet,28.76,55.72,49.49,Black,9.6,783,Tobacco,
Barley,31.33,67.83,68.19,Sandy,0.8,2167,Sugarcane,
Barley,38.04,73.24,69.06,Loamy,6.6,2598,Sugarcane,
Wheat,29.22,57.29,29.75,Clay,3.7,1578,Soybeans,
Maize,30.67,66.76,52.32,Sandy,0.5,2705,Pulses,
Barley,30.39,54.66,40.53,Black,13.3,557,Sugarcane,
Pulses,24.04,44.61,65.64,Loamy,2.5,2872,Barley,
Barley,24.04,54.47,46.62,Black,9.7,2189,Sugarcane,
Ground Nuts,36.53,60.86,45.04,Black,5.6,2887,Oilseeds,
Barley,23.6,54.64,32.83,Sandy,12.4,2920,Sugarcane,
Tobacco,24.21,49.11,62.53,Clay,6.4,2497,Maize,
Millet,28.95,45.51,33.51,Red,11.3,1710,Tobacco,
Barley,28.75,60.69,32.81,Black,11.2,876,Sugarcane,
Sugarcane,35.11,67.01,48.64,Black,7.5,1964,Wheat,
Barley,33.94,62.53,22.09,Black,9.8,1050,Sugarcane,
Maize,30.89,58.68,33.78,Sandy,7.1,1795,Pulses,
Barley,33.14,60.57,35.83,Red,12.1,1051,Sugarcane,
Ground Nuts,32.53,58.97,39.94,Red,10.1,2439,Oilseeds,
Pulses,25.9,47.84,31.55,Sandy,0.2,715,Barley,
Sugarcane,34.13,59.23,63.23,Loamy,5.4,898,Wheat,
Millet,30.53,65.11,53.95,Clay,0.1,1967,Tobacco,
Sugarcane,26,66.36,26.96,Clay,11.3,1173,Wheat,
Cotton,27.4,54.83,69.04,Loamy,2.1,1885,Ground Nuts,
Ground Nuts,38.44,62.45,46.09,Red,3.5,1563,Oilseeds,
Wheat,29.37,62.57,51.8,Red,11.9,704,Soybeans,
Cotton,29.54,67.83,40.1,Loamy,0.9,2651,Ground Nuts,
Sugarcane,31.31,48.85,25.68,Black,4.8,622,Wheat,
Sugarcane,32.51,67.8,42.49,Black,8,606,Wheat,
Tobacco,28.24,48.4,33.28,Red,13.7,1394,Maize,
Barley,39.87,60.83,56.01,Clay,6.9,2531,Sugarcane,
Barley,22.54,44.49,64.67,Clay,12.9,2916,Sugarcane,
Pulses,39.58,71.07,39.53,Loamy,13,2533,Barley,
Wheat,36.66,60.99,46.13,Loamy,2.1,1469,Soybeans,
Sugarcane,30.67,59.09,30.58,Red,5.2,639,Wheat,
Maize,28.01,54.25,39.67,Red,4.9,1905,Pulses,
Sugarcane,29.26,60.28,34.61,Loamy,7.1,2913,Wheat,
Sugarcane,35.64,76.74,55.07,Loamy,8,2325,Wheat,
Barley,25.85,59.28,48.78,Red,9.9,1426,Sugarcane,
Maize,27.37,52.08,45.62,Clay,0.7,2709,Pulses,
Tobacco,26.57,53.34,23.1,Black,6.1,925,Maize,
Ground Nuts,36.24,55.86,52.22,Sandy,3.3,365,Oilseeds,
Tobacco,39.58,56.11,42.44,Sandy,10,2025,Maize,
Millet,33.06,52.39,40.7,Loamy,9.5,2699,Tobacco,
Wheat,32.03,57.94,48.58,Clay,3.4,2030,Soybeans,
Cotton,26.9,57.31,68.61,Black,11.6,1426,Ground Nuts,
Wheat,33.47,59.46,64.44,Sandy,0.7,1933,Soybeans,
Soybeans,40,62.39,45.31,Clay,8.6,2092,Cotton,
Pulses,31.98,60.7,35.91,Loamy,5.5,2502,Barley,
Sugarcane,32.84,62.04,32.05,Sandy,12.9,2999,Wheat,
Millet,27.96,54.06,47.23,Black,11.7,2744,Tobacco,
Barley,32.11,71.86,56.34,Clay,9.9,2214,Sugarcane,
Ground Nuts,37.68,71.36,32.07,Clay,10.5,1135,Oilseeds,
Tobacco,33.29,72.81,38.08,Red,8.3,1835,Maize,
Barley,24.24,45.3,68.56,Clay,0.6,1544,Sugarcane,
Wheat,29.39,58.92,32.77,Sandy,0.1,721,Soybeans,
Barley,31.46,60.92,35.26,Black,13.3,473,Sugarcane,
Soybeans,25.84,46.79,35.77,Clay,4.1,1615,Cotton,
Maize,30.65,57.55,43.54,Black,13.7,955,Pulses,
Sugarcane,36.25,60.68,42.98,Black,1.5,2739,Wheat,
Cotton,28.64,69.09,42.89,Loamy,13.3,1135,Ground Nuts,
Pulses,30.28,59.17,40.52,Red,11.7,419,Barley,
Soybeans,36.5,52.36,24.4,Red,0.3,1289,Cotton,
Wheat,21.57,50.51,47.72,Black,13.8,927,Soybeans,
Wheat,33.9,74.86,57.18,Sandy,8.8,1605,Soybeans,
Sugarcane,37.18,70.69,58.98,Red,5.4,525,Wheat,
Barley,33.28,76.03,40.66,Clay,6.7,2633,Sugarcane,
Tobacco,29.85,58.07,42.1,Sandy,12.4,1342,Maize,
Pulses,23.41,43.66,20.16,Clay,13.5,2118,Barley,
Soybeans,30.29,46.16,40.66,Clay,8.5,1922,Cotton,
Cotton,32.15,58.22,58.63,Clay,13.6,2629,Ground Nuts,
Tobacco,30.74,62.79,50.57,Sandy,12.5,708,Maize,
Pulses,22.28,49.97,42.28,Clay,3.8,811,Barley,
Sugarcane,29.84,42.95,34.38,Clay,8,2327,Wheat,
Tobacco,36.14,74.84,61.48,Sandy,7.8,743,Maize,
Barley,39.75,66.91,26.89,Black,5.8,2341,Sugarcane,
Barley,30.44,68.6,66.26,Clay,5.1,1950,Sugarcane,
Millet,30.86,51.58,34.05,Red,3.9,1678,Tobacco,
Cotton,30.22,65.07,28.06,Red,8.1,2215,Ground Nuts,
Tobacco,37.77,72.96,37.53,Black,13.6,2049,Maize,
Wheat,20.55,57.33,36.43,Red,3.7,2494,Soybeans,
Cotton,30.4,60.18,28.18,Loamy,5.1,244,Ground Nuts,
Wheat,28.3,62.72,42.06,Clay,9.2,2988,Soybeans,
Sugarcane,33.03,50.75,42.07,Loamy,0.7,2916,Wheat,
Barley,24.26,66.8,29.59,Loamy,2.4,1441,Sugarcane,
Maize,36.13,61.57,35.14,Loamy,8.4,1654,Pulses,
Soybeans,36.76,72.35,33.65,Black,7.1,1140,Cotton,
Barley,30.12,52.36,33.8,Sandy,0.8,1429,Sugarcane,
Pulses,22.16,43.31,42.41,Red,2.7,1257,Barley,
Millet,32.65,68.89,29.69,Clay,4.9,1461,Tobacco,
Sugarcane,26.89,51.17,70,Clay,3.8,1409,Wheat,
Cotton,33.44,59.53,70,Clay,5.8,1684,Ground Nuts,
Ground Nuts,29.67,47.88,23.8,Red,12.3,1951,Oilseeds,
Millet,25.12,50.56,52.48,Sandy,0.4,1377,Tobacco,
Tobacco,36.37,67.68,30.08,Loamy,11.9,1116,Maize,
Ground Nuts,29.06,68.31,52.37,Red,1.2,808,Oilseeds,
Barley,25.78,64.69,32.38,Loamy,0.8,1924,Sugarcane,
Ground Nuts,30.4,55.27,41.63,Clay,4.5,2459,Oilseeds,
Wheat,36,59.46,52.35,Clay,9.7,1964,Soybeans,
Pulses,25.43,48.84,35.9,Black,10.7,1513,Barley,
Sugarcane,34.49,54.23,21.17,Black,0.1,2637,Wheat,
Wheat,30.5,59.68,35.22,Black,0.9,1043,Soybeans,
Tobacco,24.25,67.07,21.47,Loamy,4,2794,Maize,
Pulses,35.42,65.57,43.67,Clay,4.9,2987,Barley,
Pulses,30.41,64.96,48.09,Black,9.5,317,Barley,
Ground Nuts,27.52,42.91,21.12,Red,14,1639,Oilseeds,
Barley,24.68,49.97,70,Loamy,11.7,2456,Sugarcane,
Cotton,29.32,64.15,57.63,Black,6.3,1231,Ground Nuts,
Millet,31.83,55.75,46.33,Sandy,1.6,1691,Tobacco,
Cotton,40,61.76,49.42,Loamy,8.3,1162,Ground Nuts,
Wheat,27.8,65.85,31.27,Clay,8,2492,Soybeans,
Maize,31.7,55.64,40.28,Sandy,11.5,2443,Pulses,
Maize,29,65.07,70,Red,2.6,2544,Pulses,
Barley,29.04,70.01,36.9,Black,5.2,1523,Sugarcane,
Pulses,27.98,42.2,60.29,Clay,8.3,1840,Barley,
Maize,35.17,73.71,70,Loamy,10.5,2119,Pulses,
Cotton,26.03,44.6,30.68,Red,2.2,2726,Ground Nuts,
Tobacco,27.89,59.42,32.46,Sandy,9.5,2085,Maize,
Ground Nuts,24.54,46.43,32.67,Black,6.2,843,Oilseeds,
Ground Nuts,32.82,66.47,59.62,Red,14,2493,Oilseeds,
Sugarcane,24.05,56.01,29.3,Red,9.5,1968,Wheat,
Cotton,32.67,66.98,67.27,Loamy,10.3,462,Ground Nuts,
Ground Nuts,31.25,49.31,59.62,Sandy,10.3,1738,Oilseeds,
Cotton,21.28,54.65,57.82,Clay,5.2,1096,Ground Nuts,
Tobacco,33.5,71.43,63.29,Clay,13,2970,Maize,
Soybeans,30.14,74.53,67.61,Black,6.5,1085,Cotton,
Wheat,28.38,62.44,55.9,Black,4.1,734,Soybeans,
Barley,40,53.38,44.17,Black,10,2991,Sugarcane,
Ground Nuts,30.51,56.56,31.01,Sandy,13.1,406,Oilseeds,
Millet,29.85,60.19,51.81,Black,11.6,1845,Tobacco,
Wheat,27.57,58.96,56.6,Red,11,1355,Soybeans,
Pulses,31.19,60.99,46.6,Red,1.1,1210,Barley,
Ground Nuts,26.57,53.43,43.69,Clay,4.8,1319,Oilseeds,
Tobacco,21.45,47.54,35.03,Red,1.8,1953,Maize,
Wheat,25.87,64.11,67.58,Loamy,3.6,2599,Soybeans,
Maize,23.29,59.14,42.14,Red,8.4,1787,Pulses,
Millet,24.68,58.73,43.06,Sandy,5.3,675,Tobacco,
Pulses,33.95,62.48,20.64,Black,4.6,1122,Barley,
Cotton,26.33,59.59,55.24,Black,0.4,844,Ground Nuts,
Ground Nuts,40,68.68,34.13,Sandy,4.9,1537,Oilseeds,
Barley,27.62,67.62,64.74,Red,7.8,1736,Sugarcane,
Pulses,27.96,53.07,59.54,Clay,4,2967,Barley,
Ground Nuts,26.49,61.97,42.04,Clay,5.4,1737,Oilseeds,
Barley,29.25,62,55.15,Clay,12.1,1995,Sugarcane,
Pulses,23.74,55.81,61.5,Loamy,11.8,233,Barley,
Maize,25.85,48.14,39.33,Loamy,11.1,1917,Pulses,
Pulses,30.07,59.72,61.15,Clay,10.8,2141,Barley,
Wheat,30.02,55.06,30.59,Red,6.6,825,Soybeans,
Pulses,21.68,57.86,23.08,Red,0.6,759,Barley,
Cotton,20.42,53.57,38.87,Loamy,10.7,2184,Ground Nuts,
Barley,32.8,65.87,49.94,Clay,7.6,2988,Sugarcane,
Sugarcane,33.34,61.94,32.31,Black,0.7,208,Wheat,
Pulses,37.61,64.57,34.12,Clay,11.5,2898,Barley,
Pulses,34.15,68.11,46.5,Clay,7.5,2898,Barley,
Cotton,27.67,59.9,26.38,Black,0.4,1386,Ground Nuts,
Millet,22.34,45.29,39.49,Loamy,10.7,2545,Tobacco,
Millet,21.07,60.95,61.29,Clay,9.3,1308,Tobacco,
Cotton,27.82,57.43,30.84,Loamy,5,1644,Ground Nuts,
Cotton,23.11,49.15,32.6,Black,3,2432,Ground Nuts,
Sugarcane,24,49.02,37.37,Clay,0.6,2573,Wheat,
Sugarcane,29.13,43.28,36.14,Black,3.4,2536,Wheat,
Cotton,23.46,50.44,24.32,Black,12.9,864,Ground Nuts,
Ground Nuts,28.08,52.69,32.35,Clay,8.7,2209,Oilseeds,
Millet,21.29,54.85,26.51,Sandy,13.3,2291,Tobacco,
Millet,28.54,49.45,46.17,Red,5.6,2085,Tobacco,
Barley,22.97,44.59,43.69,Clay,9.7,2681,Sugarcane,
Maize,27.52,52.42,36.15,Red,5.8,382,Pulses,
Wheat,30.57,64.68,51.73,Clay,5.8,1532,Soybeans,
Cotton,37.11,77.37,42.03,Clay,10.3,2131,Ground Nuts,
Wheat,34.97,72.4,57.83,Loamy,13,561,Soybeans,
Ground Nuts,32.85,69.09,29.04,Black,13.6,961,Oilseeds,
Ground Nuts,24.33,66.27,70,Black,12.7,2486,Oilseeds,
Pulses,23.84,60.67,36.47,Sandy,11.5,992,Barley,
Wheat,35.36,64.36,36.49,Loamy,3.9,345,Soybeans,
Wheat,27.09,62.94,50.51,Red,10.4,2657,Soybeans,
Ground Nuts,25.2,48.23,41.84,Black,13.5,1955,Oilseeds,
Ground Nuts,23.98,52.41,24.26,Loamy,2,2736,Oilseeds,
Millet,32.12,57.29,40.78,Sandy,1.6,2420,Tobacco,
Cotton,28.29,57.33,52.55,Clay,0,1256,Ground Nuts,
Sugarcane,27.8,44.81,22.17,Red,11.9,2812,Wheat,
Sugarcane,35.41,69.11,70,Clay,10.3,2315,Wheat,
Tobacco,26.25,69.57,37.25,Red,2.1,1526,Maize,
Pulses,29.5,50.06,63.05,Clay,11.2,2411,Barley,
Soybeans,27.13,43.23,35.28,Red,11.1,1490,Cotton,
Soybeans,28.99,66.71,43.03,Clay,4.9,1976,Cotton,
Cotton,25.14,46.88,28.19,Loamy,8,1878,Ground Nuts,
Sugarcane,27.79,62.14,30.06,Red,2.3,1795,Wheat,
Ground Nuts,33.41,67.81,41.34,Loamy,5.9,1985,Oilseeds,
Tobacco,34.19,56.72,63.64,Clay,1.5,2476,Maize,
Pulses,37.3,68.57,44.84,Black,1.5,2096,Barley,
Pulses,31.78,59.11,44.18,Black,8.5,1704,Barley,
Barley,32.11,71.08,29.01,Sandy,5,1371,Sugarcane,
Barley,36.82,57.69,30.19,Red,11.2,1736,Sugarcane,
Wheat,25.12,64.48,52.92,Sandy,10.4,579,Soybeans,
Tobacco,31.33,72.92,35.31,Red,1.8,1575,Maize,
Tobacco,29.93,55.77,48.12,Clay,6.6,2138,Maize,
Soybeans,32.68,58.16,41.4,Loamy,4.2,1262,Cotton,
Cotton,28.17,50.1,57.67,Sandy,9.8,1835,Ground Nuts,
Soybeans,35.81,76.09,24.48,Red,2.3,1917,Cotton,
Pulses,38.04,62.28,44.38,Clay,8.3,2313,Barley,
Cotton,31.55,53.02,39.4,Clay,6,1215,Ground Nuts,
Barley,29.14,59.77,42.79,Clay,5.8,255,Sugarcane,
Tobacco,34.31,63.01,44.96,Black,7.1,2793,Maize,
Tobacco,27.54,58.58,30.71,Black,8,1475,Maize,
Tobacco,27.92,52.23,46.52,Sandy,5.6,1959,Maize,
Wheat,24.6,51.17,29.76,Clay,5.8,2296,Soybeans,
Barley,28.87,57.65,56.9,Black,13.5,1076,Sugarcane,
Cotton,28.85,58.79,66.37,Sandy,10.4,704,Ground Nuts,
Maize,33.72,61.76,45.98,Clay,9.7,2736,Pulses,
Maize,30.63,60.56,22.33,Black,2.2,1432,Pulses,
Maize,27.05,50.1,30.22,Sandy,3.5,1455,Pulses,
Millet,22.79,59.47,28.56,Sandy,4.7,1959,Tobacco,
Soybeans,38.77,55.67,55.59,Clay,2.5,2440,Cotton,
Sugarcane,28.8,49.98,58.83,Black,3.1,479,Wheat,
Ground Nuts,27.76,65.79,45.56,Loamy,7,2975,Oilseeds,
Millet,22.48,53.68,29.96,Clay,2.8,489,Tobacco,
Ground Nuts,32.73,55.44,47.85,Clay,1.8,1903,Oilseeds,
Ground Nuts,24.2,41.69,33.6,Red,10.1,1076,Oilseeds,
Cotton,30.17,59.06,40.76,Loamy,5.8,561,Ground Nuts,
Barley,40,67.75,57.85,Loamy,4.8,406,Sugarcane,
Cotton,38.33,58.9,40.27,Clay,1.2,315,Ground Nuts,
Wheat,26.86,46.9,28.95,Clay,9,288,Soybeans,
Tobacco,25.56,61.54,26.89,Sandy,2.7,307,Maize,
Tobacco,26.54,45.74,70,Red,4.1,887,Maize,
Ground Nuts,24.44,46.56,30.45,Red,11.7,713,Oilseeds,
Ground Nuts,27.95,69.26,31.79,Red,12.3,2538,Oilseeds,
Tobacco,37.22,64.38,63.58,Red,12.6,1152,Maize,
Ground Nuts,30.57,47.43,58.26,Sandy,0.4,255,Oilseeds,
Sugarcane,24.1,63.6,25.87,Clay,1.5,2139,Wheat,
Sugarcane,37.79,62.57,61.86,Clay,10.2,892,Wheat,
Tobacco,30.33,55.01,27.78,Loamy,12.5,2779,Maize,
Millet,28.18,65.54,54.63,Clay,7.8,651,Tobacco,
Tobacco,24.23,58.48,50.97,Red,12.7,2689,Maize,
Sugarcane,35.83,76.88,66.33,Red,10.1,2440,Wheat,
Maize,33.04,56.04,63.33,Black,12.7,779,Pulses,
